,name,location.lat,location.lon,minority_serving.historically_black,act_scores.midpoint.cumulative,sat_scores.average.overall,demographics.race_ethnicity.white,net_price_less_30000,net_price_30001_48000,net_price_48001_75000,net_price_75001_110000,net_price_above_110001,demographics.women,locale,admission_rate.overall,size,early_pay,ownership,percent_stem,rank_lac,Rank,Description,division
634,Truman State University,40.188238,-92.58053100000001,0.0,28.0,1246.0,0.7989,7823.0,9656.0,12354.0,14343.0,15942.0,0.5794,33.0,0.7897,5290.0,45000.0,1,14.0,0,0.0,State School,D2
635,Northwest Missouri State University,40.352706,-94.884341,0.0,23.0,1047.0,0.7863,7020.0,7298.0,10745.0,13266.0,14519.0,0.5662,33.0,0.7495,5288.0,43800.0,1,26.0,0,0.0,State School,D2
636,College of the Ozarks,36.616019,-93.238174,0.0,23.0,1069.0,0.9278,13809.0,14020.0,13018.0,13933.0,13127.0,0.5302,32.0,0.1236,1441.0,38300.0,2,10.0,0,0.0,"Private School, Religious, Sober School",non_ncaa
637,Park University,39.189477000000004,-94.677086,0.0,22.0,777.0,0.4871,14473.0,15094.0,16895.0,20440.0,18195.0,0.4719,21.0,0.4038,10105.0,46400.0,2,8.0,0,0.0,Private School,non_ncaa
638,Rockhurst University,39.030843,-94.571249,0.0,26.0,1162.0,0.7241,18442.0,19326.0,21183.0,22796.0,25324.0,0.5820000000000001,11.0,0.7358,1555.0,51500.0,2,11.0,0,0.0,"Private School, Religious",D2
639,Saint Louis University,38.636516,-90.23343,0.0,28.0,1257.0,0.6804,25525.0,23345.0,28678.0,30284.0,34851.0,0.5929,11.0,0.6333,7502.0,51000.0,2,12.0,0,96.0,"St. Louis University is a Catholic, Jesuit school that is open to students of any faith. The Campus Ministry organizes specialized retreats and mission trips throughout the year, and the on-campus church holds a daily Mass. The Saint Louis Prayerbook is an online database of prayers - some traditional, others original and submitted by students or faculty members. In addition to religious extracurriculars, students can also choose from more than 150 student organizations at SLU, including more than 20 fraternities and sororities. Freshmen and sophomores must live on campus, unless they commute from a parent's home, are married or have been in the military for at least two years, among other exemptions. In total, about 90 percent of freshmen live on campus - all in halls exclusively for first-year students. Students can get involved in campus leadership positions as early as the second semester of freshman year. The St. Louis Billikens compete in the NCAA Division I Atlantic 10 Conference. The Billiken is an unusual mascot - a smiling, gnome-like figure that is a considered to be a good-luck charm. Off campus, students can explore downtown St. Louis, Missouri, home to the Grand Center arts district, the Anheuser-Busch Brewery and several professional sports teams. On the nearby Mississippi Riverfront, students can bike, sail and check out the Museum of Westward Expansion. ",D1
640,Southwest Baptist University,37.601603000000004,-93.410451,0.0,23.0,1058.0,0.8296,15199.0,13767.0,13379.0,16477.0,16303.0,0.6562,32.0,0.9047,2394.0,39900.0,2,6.0,0,0.0,"Private School, Religious",D2
641,Stephens College,38.950631,-92.322997,0.0,22.0,1036.0,0.6944,19697.0,20668.0,21096.0,23568.0,25366.0,0.9873,12.0,0.6779,710.0,40600.0,2,4.0,0,0.0,Private School,non_ncaa
642,Southeast Missouri State University,37.31575,-89.529119,0.0,23.0,1050.0,0.7748,9503.0,10230.0,12557.0,15085.0,16073.0,0.5546,13.0,0.8429,9098.0,41300.0,1,8.0,0,0.0,"For Sports Fans, State School",D1
643,Missouri State University-Springfield,37.197983,-93.276821,0.0,24.0,1090.0,0.8085,11699.0,12947.0,15237.0,16882.0,17497.0,0.5781,12.0,0.8585,16617.0,43000.0,1,8.0,0,0.0,"For Sports Fans, State School",non_ncaa
644,Washington University in St Louis,38.648125,-90.311639,0.0,33.0,1469.0,0.5454,11457.0,10377.0,17051.0,27713.0,46889.0,0.5203,21.0,0.1674,7032.0,60100.0,2,31.0,0,0.0,"Private School, Research University",non_ncaa
645,Webster University,38.589269,-90.34565400000001,0.0,24.0,1109.0,0.5994,23790.0,25610.0,27903.0,26202.0,27358.0,0.5517,21.0,0.5612,3150.0,43200.0,2,1.0,0,0.0,"Business, Private School",D3
646,Westminster College,38.847764,-91.95434499999999,0.0,24.0,1084.0,0.6543,16434.0,18087.0,19509.0,23033.0,21812.0,0.4266,32.0,0.6367,940.0,40700.0,2,38.0,147.0,0.0,,D3
648,William Jewell College,39.247848,-94.41207,0.0,26.0,1160.0,0.7806,19349.0,18549.0,18903.0,20846.0,23249.0,0.5821,21.0,0.4938,1053.0,48200.0,2,12.0,147.0,0.0,"Liberal Arts School, Private School",D2
649,William Woods University,38.857864,-91.949273,0.0,23.0,1035.0,0.7076,21013.0,19527.0,22741.0,22955.0,26209.0,0.7479,32.0,0.7312,968.0,38900.0,2,3.0,0,0.0,"Private School, Religious",non_ncaa
650,Carroll College,46.602202,-112.04053,0.0,25.0,1110.0,0.8046,17842.0,18233.0,21579.0,24866.0,27126.0,0.5784,33.0,0.6409999999999999,1428.0,45600.0,2,25.0,0,0.0,"Private School, Religious",non_ncaa
651,University of Great Falls,47.490279,-111.27016699999999,0.0,22.0,1030.0,0.7243,16255.0,16515.0,19918.0,18952.0,20267.0,0.6654,13.0,0.5983,1052.0,43300.0,2,8.0,0,0.0,"Private School, Religious",non_ncaa
652,Montana Tech of the University of Montana,46.012164,-112.557,0.0,25.0,1145.0,0.7597,8910.0,9643.0,12300.0,15531.0,15003.0,0.3061,33.0,0.8879,1898.0,61800.0,1,62.0,0,0.0,"Engineering, State School",non_ncaa
653,Montana State University,45.666829,-111.04991799999999,0.0,25.0,1131.0,0.8565,13558.0,14557.0,17022.0,18754.0,18961.0,0.4497,33.0,0.8286,13488.0,50900.0,1,28.0,0,210.0,"Located in the city of Bozeman, Montana State University offers about 60 areas of study for undergraduate students. The university also offers more than 40 master's programs, including engineering, education and nursing. Montana State University's research facilities include the Plant Growth Center, with about 30 greenhouses, and the Center for Bison and Wildlife Health. Montana State is also home to the Museum of the Rockies, which has, among other exhibits, an extensive collection of dinosaur fossils. Montana State alumna Mary Schweitzer became famous in the paleontology world when she discovered soft tissue in a Tyrannosaurus rex bone. Montana State, often abbreviated to MSU, also offers many student organizations, Greek life and recreational sports. More serious athletes can try out for the blue-and-gold Montana State Bobcats varsity sports teams, which compete in the NCAA Division I Big Sky Conference. Other notable alumni include Jan Stenerud, who went to MSU on a skiing scholarship, joined the Bobcats football team his junior year and became one of the few Pro Football Hall of Fame placekickers. ",D1
654,The University of Montana,46.861074,-113.98293999999999,0.0,24.0,1090.0,0.792,10957.0,11259.0,13901.0,15464.0,15501.0,0.5443,13.0,0.9102,10175.0,43500.0,1,9.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
655,Montana State University-Northern,48.541053999999995,-109.686457,0.0,19.0,892.0,0.7478,10548.0,11946.0,14012.0,15322.0,15497.0,0.474,33.0,1.0,1154.0,42500.0,1,2.0,0,0.0,State School,non_ncaa
656,Rocky Mountain College,45.796765,-108.553899,0.0,23.0,1037.0,0.7781,14962.0,16305.0,16338.0,19675.0,22134.0,0.4746,12.0,0.6985,906.0,43000.0,2,11.0,0,0.0,"Private School, Religious",non_ncaa
657,Concordia University-Nebraska,40.914853,-97.089054,0.0,24.0,1076.0,0.7546,15853.0,16928.0,18667.0,20632.0,23385.0,0.5163,32.0,0.7768,1255.0,38400.0,2,6.0,0,0.0,"Private School, Religious",non_ncaa
658,Creighton University,41.265325,-95.947029,0.0,27.0,1196.0,0.71,20574.0,20953.0,23718.0,26207.0,31682.0,0.5723,11.0,0.7048,4080.0,50000.0,2,9.0,0,0.0,"Private School, Religious, For Sports Fans",D1
659,Doane University-Arts & Sciences,40.623107,-96.949656,0.0,23.0,1064.0,0.8177,19063.0,19602.0,22410.0,23405.0,23568.0,0.4748,32.0,0.7659,1053.0,46500.0,2,19.0,0,0.0,"Liberal Arts School, Private School",non_ncaa
660,Grace University,41.244723,-95.92789,0.0,22.0,1003.0,0.7026,11324.0,19230.0,15426.0,18256.0,21663.0,0.5308,11.0,0.5864,390.0,34700.0,2,0.0,0,0.0,,non_ncaa
661,Hastings College,40.590447999999995,-98.373641,0.0,23.0,1055.0,0.8005,15676.0,18591.0,20283.0,20414.0,20423.0,0.4814,32.0,0.7115,1103.0,45100.0,2,22.0,0,0.0,"Private School, Religious",non_ncaa
662,University of Nebraska at Kearney,40.700787,-99.098237,0.0,23.0,1049.0,0.7908,12885.0,12568.0,14861.0,17779.0,18693.0,0.5833,32.0,0.8538,4819.0,41900.0,1,8.0,0,0.0,State School,D2
663,Midland University,41.43675,-96.488354,0.0,21.0,962.0,0.4434,20720.0,20284.0,22549.0,24343.0,25164.0,0.4713,32.0,0.6063,1220.0,42900.0,2,7.0,0,0.0,"Private School, Religious",non_ncaa
664,University of Nebraska at Omaha,41.257746000000004,-96.010797,0.0,23.0,1050.0,0.6888,9198.0,10076.0,12595.0,15750.0,16173.0,0.5212,11.0,0.7594,12287.0,46600.0,1,15.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
665,Nebraska Wesleyan University,40.838789,-96.648414,0.0,25.0,1121.0,0.8456,17134.0,18094.0,21477.0,23180.0,25384.0,0.6081,11.0,0.7879999999999999,1781.0,43500.0,2,10.0,0,0.0,"Private School, Religious",D3
666,University of Nebraska-Lincoln,40.822272,-96.702177,0.0,25.0,1145.0,0.7709,11782.0,12656.0,15629.0,19184.0,20264.0,0.4698,11.0,0.7636,20182.0,48700.0,1,21.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
667,College of Saint Mary,41.240879,-96.020209,0.0,22.0,1030.0,0.7404,15923.0,16312.0,17614.0,18221.0,19719.0,1.0,11.0,0.6146,705.0,44800.0,2,3.0,0,0.0,"Private School, Religious",non_ncaa
668,Union College,40.774778000000005,-96.651095,0.0,23.0,1050.0,0.5472,16560.0,19237.0,19709.0,20614.0,23050.0,0.6024,11.0,0.5614,762.0,34700.0,2,0.0,36.0,0.0,,non_ncaa
669,York College,40.867453000000005,-97.579285,0.0,20.0,950.0,0.599,15576.0,13543.0,16432.0,18191.0,19709.0,0.4158,33.0,0.4374,404.0,34700.0,2,0.0,0,0.0,,non_ncaa
670,University of Nevada-Las Vegas,36.106994,-115.141153,0.0,22.0,1007.0,0.35200000000000004,9014.0,9545.0,11943.0,14867.0,15141.0,0.5597,12.0,0.8841,23325.0,48100.0,1,11.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
671,University of Nevada-Reno,39.545052,-119.818424,0.0,24.0,1084.0,0.6047,11202.0,12320.0,15123.0,17825.0,18132.0,0.5255,12.0,0.7852,17295.0,50300.0,1,25.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
672,Sierra Nevada College,39.24586,-119.939523,0.0,23.0,1012.0,0.7269,26310.0,25246.0,27034.0,27313.0,30851.0,0.3876,32.0,0.657,498.0,44500.0,2,14.0,0,0.0,,non_ncaa
673,Colby-Sawyer College,43.411663,-71.97580500000001,0.0,22.0,1068.0,0.6679999999999999,19232.0,21453.0,21501.0,26528.0,28649.0,0.6929,42.0,0.9019,1205.0,44100.0,2,9.0,0,0.0,Private School,non_ncaa
674,Dartmouth College,43.70408,-72.289951,0.0,32.0,1437.0,0.4874,6419.0,6769.0,12337.0,17152.0,46910.0,0.4941,33.0,0.1097,4214.0,66300.0,2,32.0,0,11.0,"Dartmouth College, located in Hanover, New Hampshire, offers a wide range of student activities. Nearly 25 percent of students participate in Dartmouth's NCAA Division I varsity sports. More than 90 percent of students live in on-campus housing, which includes residence halls, fraternity and sorority houses, college-approved coeds and undergraduate societies. Approximately 60 percent of students are members of Greek organizations, which serve as the hubs of social life at Dartmouth. The Outing Club - the oldest and largest collegiate outing club in the country - is the most popular student organization at Dartmouth, offering outdoor activities, expeditions, gear rentals and courses. ",D1
675,Franklin Pierce University,42.782305,-72.057875,0.0,21.0,943.0,0.755,20851.0,27865.0,26572.0,35000.0,26229.0,0.5455,41.0,0.7971,1661.0,46000.0,2,4.0,0,0.0,Private School,D2
676,Northeast Catholic College,43.325164,-71.838691,0.0,21.0,959.0,0.8611,8560.0,14370.0,14490.0,7900.0,16600.0,0.6389,42.0,0.9828,36.0,34700.0,2,0.0,0,0.0,,non_ncaa
677,New England College,43.177005,-71.822928,0.0,21.0,959.0,0.5292,33038.0,28565.0,29086.0,29254.0,24915.0,0.6002,42.0,0.9775,1886.0,42900.0,2,4.0,0,0.0,Private School,D3
678,Southern New Hampshire University,43.039892,-71.453938,0.0,22.0,1068.0,0.4508,37709.0,35086.0,33794.0,30441.0,30288.0,0.6361,12.0,0.9171,42247.0,45600.0,2,8.0,0,0.0,Private School,D2
679,University of New Hampshire-Main Campus,43.134235,-70.934512,0.0,25.0,1109.0,0.8076,16493.0,17771.0,21421.0,26341.0,29098.0,0.5416,23.0,0.7861,12789.0,50600.0,1,21.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
680,Keene State College,42.925999,-72.28143299999999,0.0,22.0,991.0,0.865,15091.0,15541.0,18582.0,22665.0,24326.0,0.5612,32.0,0.7876,4186.0,46100.0,1,6.0,0,0.0,State School,D3
681,University of New Hampshire at Manchester,42.990331,-71.46876400000001,0.0,22.0,1010.0,0.7414,13216.0,11545.0,17961.0,20950.0,20950.0,0.5144,12.0,0.7317,696.0,48800.0,1,28.0,0,0.0,"Liberal Arts School, State School",non_ncaa
682,Plymouth State University,43.757386,-71.691164,0.0,21.0,990.0,0.8115,17458.0,19353.0,21168.0,23015.0,24230.0,0.493,33.0,0.7357,4000.0,43500.0,1,5.0,0,0.0,State School,D3
683,Rivier University,42.738343,-71.455466,0.0,23.0,961.0,0.7894,20734.0,23357.0,25277.0,28647.0,29723.0,0.8073,13.0,0.5732,1344.0,47500.0,2,33.0,0,0.0,"Private School, Religious",D3
684,Saint Anselm College,42.985065999999996,-71.508177,0.0,22.0,1314.0,0.8318,18183.0,22601.0,26154.0,28094.0,34390.0,0.6059,22.0,0.7290000000000001,1908.0,52500.0,2,16.0,0,0.0,"Liberal Arts School, Private School, Religious",D2
685,Thomas More College of Liberal Arts,42.807701,-71.48364000000001,0.0,21.0,959.0,0.8046,13220.0,20945.0,13103.0,16328.0,22167.0,0.5172,22.0,0.9706,87.0,34700.0,2,0.0,0,0.0,,non_ncaa
686,Bloomfield College,40.794218,-74.19593,0.0,17.0,855.0,0.0965,17032.0,18286.0,22984.0,23172.0,32120.0,0.6396,21.0,0.597,1937.0,45600.0,2,13.0,229.0,0.0,"Liberal Arts School, Private School, Religious",D2
687,Caldwell University,40.834284999999994,-74.273697,0.0,21.0,969.0,0.3928,10815.0,10584.0,8976.0,23547.0,1488.0,0.7132,21.0,0.6354,1576.0,44300.0,2,7.0,0,0.0,"Private School, Religious",D2
688,Centenary University,40.848693,-74.832775,0.0,21.0,929.0,0.5549,10263.0,12471.0,15554.0,26356.0,27850.0,0.6092,21.0,0.8676,1548.0,42600.0,2,1.0,0,0.0,"Private School, Religious",non_ncaa
689,Drew University,40.757026,-74.425825,0.0,22.0,1314.0,0.5624,17866.0,14857.0,24117.0,26589.0,33369.0,0.6241,21.0,0.7031,1346.0,49100.0,2,14.0,112.0,0.0,"Liberal Arts School, Private School, Religious",D3
690,Fairleigh Dickinson University-Metropolitan Campus,40.896162,-74.030023,0.0,21.0,995.0,0.253,14151.0,14352.0,18196.0,22936.0,23102.0,0.5622,21.0,0.7951,3707.0,47400.0,2,23.0,0,0.0,Private School,non_ncaa
691,Felician University,40.867272,-74.096452,0.0,18.0,878.0,0.3013,12013.0,14316.0,17705.0,24127.0,21876.0,0.7194,21.0,0.7879,1600.0,51500.0,2,10.0,0,0.0,"Private School, Religious",D2
692,Fairleigh Dickinson University-Florham Campus,40.777364,-74.43535899999999,0.0,23.0,1034.0,0.5764,14997.0,16938.0,23412.0,26397.0,29044.0,0.5413,21.0,0.8315,2505.0,50800.0,2,11.0,0,0.0,"Private School, For Sports Fans",non_ncaa
693,Georgian Court University,40.098706,-74.22622,0.0,22.0,945.0,0.5865,9689.0,13369.0,16878.0,21159.0,23243.0,0.7707,13.0,0.7284,1352.0,42700.0,2,7.0,0,0.0,"Private School, Religious",D2
694,Rowan University,39.709768,-75.117974,0.0,22.0,1065.0,0.6887,13665.0,16123.0,22912.0,26687.0,27077.0,0.4587,21.0,0.7109,12912.0,48400.0,1,18.0,0,0.0,"Research University, State School",D3
695,New Jersey City University,40.709937,-74.08726999999999,0.0,22.0,865.0,0.22899999999999998,7136.0,7891.0,13036.0,15159.0,16786.0,0.5967,12.0,0.8673,6201.0,46900.0,1,8.0,0,0.0,State School,D3
696,Kean University,40.679429,-74.234668,0.0,19.0,928.0,0.36,14537.0,15879.0,22602.0,23349.0,24071.0,0.6024,21.0,0.7427,11755.0,45700.0,1,10.0,0,0.0,State School,D3
697,Monmouth University,40.280066,-74.006447,0.0,23.0,1037.0,0.7436,18317.0,16732.0,27252.0,31197.0,33703.0,0.5825,21.0,0.7419,4661.0,48400.0,2,10.0,0,0.0,"Private School, For Sports Fans",D1
698,Montclair State University,40.859233,-74.199455,0.0,22.0,1314.0,0.4428,19151.0,20742.0,23484.0,25085.0,25131.0,0.6155,21.0,0.7007,16129.0,47400.0,1,9.0,0,176.0,"Montclair State University is located in New Jersey, about 14 miles west of New York City. Students at Montclair can choose from about 300 academic programs, which include master's degrees in the fields of business, education and fine arts. Montclair students can make the most of their studies by visiting the school's Center for Career Services and Cooperative Education, which helps them plan for their future, gain jobs and internships, and research the industry they will likely enter after graduation. Students can get involved outside the classroom by exploring more than 200 clubs, joining Greek life or simply participating in ""Red Hawk Friday,"" in which students show school spirit by wearing Montclair apparel. Student athletes can play at the intramural, club and varsity levels. There are more than 15 Montclair Red Hawks intercollegiate sports teams that compete in the NCAA Division III New Jersey Athletic Conference. Bruce Willis, star of the ""Die Hard"" movies and ""Pulp Fiction,"" attended Montclair and later received an honorary degree. ",D3
699,New Jersey Institute of Technology,40.741997,-74.177113,0.0,26.0,1205.0,0.3348,11491.0,14347.0,18998.0,22926.0,21418.0,0.2073,11.0,0.6076,7049.0,60800.0,1,71.0,0,135.0,"Founded in 1881, New Jersey Institute of Technology is a public institution. New Jersey Institute of Technology follows a semester-based academic calendar and its admissions are considered more selective. ",D1
700,Princeton University,40.34853,-74.66360300000001,0.0,34.0,1490.0,0.4454,3461.0,5158.0,7089.0,18375.0,26627.0,0.4835,21.0,0.0714,5260.0,69800.0,2,47.0,0,1.0,"Princeton, the fourth-oldest college in the United States, is located in the quiet town of Princeton, New Jersey. Within the walls of its historic ivy-covered campus, Princeton offers a number of events, activities and organizations. The Princeton Tigers, members of the Ivy League, are well known for their consistently strong men's and women's lacrosse teams. Students live in one of six residential colleges that provide a residential community as well as dining services but have the option to join one of more than 10 eating clubs for their junior and senior years. The eating clubs serve as social and dining organizations for the students who join them. Princeton's unofficial motto, ""In the Nation's Service and in the Service of All Nations,"" speaks to the university's commitment to community service. ",D1
701,Ramapo College of New Jersey,41.007523,-74.116384,0.0,23.0,1090.0,0.6404,12439.0,13441.0,24426.0,24810.0,26749.0,0.5421,21.0,0.5324,5425.0,48100.0,1,11.0,0,0.0,State School,non_ncaa
702,Rider University,40.283122,-74.742822,0.0,22.0,1014.0,0.6247,18919.0,22557.0,28296.0,31371.0,33938.0,0.5732,21.0,0.6901,4039.0,48700.0,2,4.0,0,0.0,"Private School, For Sports Fans",D1
703,Rutgers University-Camden,39.948628,-75.125303,0.0,22.0,1020.0,0.5479,8157.0,9710.0,14000.0,19351.0,20820.0,0.5779,13.0,0.5838,4835.0,48200.0,1,11.0,0,0.0,"For Sports Fans, State School",non_ncaa
704,Rutgers University-New Brunswick,40.503796,-74.45051,0.0,22.0,1225.0,0.4157,11728.0,13732.0,19869.0,26158.0,27610.0,0.5034,13.0,0.5845,35102.0,55800.0,1,28.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
705,Rutgers University-Newark,40.741303,-74.175294,0.0,22.0,1030.0,0.24600000000000002,9330.0,9962.0,15036.0,21569.0,23109.0,0.5257,11.0,0.6465,7208.0,54300.0,1,9.0,0,0.0,"Research University, State School",non_ncaa
706,Saint Peter's University,40.727105,-74.071541,0.0,19.0,918.0,0.1766,10614.0,10378.0,16696.0,21193.0,20418.0,0.6134,12.0,0.6731,2424.0,50700.0,2,12.0,0,0.0,"Private School, Religious, For Sports Fans",D1
707,Seton Hall University,40.742859,-74.24875300000001,0.0,25.0,1145.0,0.5079,20426.0,22801.0,27828.0,29287.0,31511.0,0.56,21.0,0.7625,5818.0,53900.0,2,8.0,0,118.0,"Seton Hall University is a private, Catholic school in the small town of South Orange, New Jersey, about 15 miles from New York City. Also known simply as SHU, the university offers more than 60 majors in eight schools, with graduate programs in the Stillman School of Business, the school of education and the law school, which is home to a very highly ranked health care law program. Seton Hall students can make the most of their degrees by working with the career center, which connects them to internship and job opportunities. According to the school, the vast majority of SHU graduates find work in the New York or New Jersey area. But before they get that far, SHU students can explore more than 100 campus organizations, Greek life or recreational sports. More serious athletes can try out for one of the more than 15 Seton Hall Pirates varsity sports teams, which compete in the NCAA Division I Big East Conference. Notable alumni of SHU include Max Weinberg, the longtime drummer in Bruce Springsteen's E Street Band and the band leader on the television show ""Late Night with Conan O'Brien. ",D1
708,College of Saint Elizabeth,40.781061,-74.43603900000001,0.0,22.0,806.0,0.3213,13537.0,12129.0,20095.0,28978.0,28872.0,0.9434,21.0,0.6318,778.0,46900.0,2,4.0,0,0.0,"Private School, Religious",D3
709,Stevens Institute of Technology,40.744776,-74.025334,0.0,31.0,1340.0,0.66,23535.0,26400.0,27357.0,33299.0,37055.0,0.2936,21.0,0.4356,2956.0,70800.0,2,80.0,0,71.0,"Innovation and entrepreneurship is stressed at Stevens Institute of Technology, a research-intensive school primarily known for its engineering, science and management programs. The school also has a humanities division with eight majors. Undergraduate students are encouraged to get involved in research projects and develop new technologies through the school's Technogenesis philosophy. Students can opt for a cooperative education track, which is a five-year program with mostly alternating semesters of class and full-time, paid work. Students complete a full first and fifth year at Stevens, and pay for only four years of school. On campus, in Hoboken, N.J., there are more than 120 clubs and organizations, including about 15 fraternities and sororities. Housing is guaranteed for four years, and more than 60 percent of students choose to live on campus. The campus lies along the Hudson River, and New York City is a boat or subway ride away. The Stevens Ducks mainly compete in the NCAA Division III Empire 8 Athletic Conference, and, through the school's Adopt-a-Team program, all student athletes have a faculty mentor to help them juggle sports and school work. Incoming freshmen also do not have the hassle of buying a new laptop; each student is given a notebook computer with software configured to his or her major. The school was exclusively for male students until 1971, and now, females make up close to 30 percent of the student body. ",D3
710,Stockton University,39.492036,-74.531087,0.0,22.0,1074.0,0.7203,11794.0,13439.0,18749.0,21721.0,23912.0,0.5907,22.0,0.6442,7765.0,44500.0,1,13.0,0,0.0,State School,D3
711,The College of New Jersey,40.268741999999996,-74.777412,0.0,28.0,1227.0,0.6559999999999999,10178.0,13909.0,23962.0,28477.0,29265.0,0.5932,21.0,0.4867,6590.0,54400.0,1,15.0,0,0.0,State School,D3
712,William Paterson University of New Jersey,40.946256,-74.199465,0.0,21.0,990.0,0.4336,12357.0,13742.0,17653.0,21413.0,22053.0,0.5484,21.0,0.7429,9279.0,47800.0,1,6.0,0,0.0,State School,non_ncaa
713,Eastern New Mexico University-Main Campus,34.179015,-103.348046,0.0,20.0,947.0,0.4591,9938.0,3667.0,5896.0,5164.0,9042.0,0.5674,33.0,0.4983,3627.0,42800.0,1,5.0,0,0.0,State School,non_ncaa
714,New Mexico Institute of Mining and Technology,34.066035,-106.907491,0.0,26.0,1191.0,0.5346,7977.0,10028.0,12498.0,14018.0,14588.0,0.2656,33.0,0.2445,1502.0,60400.0,1,88.0,0,0.0,"Engineering, State School",non_ncaa
715,University of New Mexico-Main Campus,35.083868,-106.62015500000001,0.0,22.0,1040.0,0.354,8008.0,8458.0,10473.0,12019.0,16129.0,0.5531,11.0,0.5788,19886.0,45500.0,1,19.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
716,New Mexico State University-Main Campus,32.282875,-106.747841,0.0,21.0,983.0,0.29600000000000004,7920.0,8841.0,11228.0,13751.0,14727.0,0.5281,22.0,0.6576,11887.0,48100.0,1,21.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
717,Vaughn College of Aeronautics and Technology,40.768347999999996,-73.881721,0.0,21.0,990.0,0.13699999999999998,26544.0,27193.0,28350.0,32443.0,29217.0,0.1279,11.0,0.7393,1525.0,50700.0,2,6.0,0,0.0,Private School,non_ncaa
718,Adelphi University,40.721439000000004,-73.65332099999999,0.0,22.0,1094.0,0.545,22963.0,24581.0,28686.0,31260.0,31014.0,0.6854,21.0,0.7219,4813.0,51500.0,2,6.0,0,146.0,"Founded in 1896, Adelphi University is a private institution. Adelphi University offers a Greek system, where 10 percent of the student body is involved in a sorority and 8 percent is involved in a fraternity. ",D2
719,Alfred University,42.255866,-77.788625,0.0,25.0,1057.0,0.6602,12067.0,14376.0,17842.0,22704.0,26455.0,0.4932,33.0,0.6841,1754.0,48600.0,2,19.0,0,0.0,Private School,D3
720,Bard College,42.021803000000006,-73.906243,0.0,31.0,1360.0,0.6265,16654.0,20604.0,23183.0,26883.0,35467.0,0.5521,31.0,0.3217,1976.0,48500.0,2,0.0,0,0.0,"Liberal Arts School, Private School",D3
721,Barnard College,40.809137,-73.964027,0.0,31.0,1357.0,0.5315,9039.0,9850.0,12406.0,22496.0,43648.0,1.0,11.0,0.1962,2536.0,53500.0,2,19.0,0,0.0,"Liberal Arts School, Private School",non_ncaa
722,Canisius College,42.925319,-78.851794,0.0,24.0,1078.0,0.7273,11717.0,14890.0,18387.0,22052.0,26374.0,0.5419,11.0,0.8698,2552.0,43800.0,2,11.0,0,0.0,"Private School, Religious, For Sports Fans",D1
723,Cazenovia College,42.931946,-75.854054,0.0,23.0,952.0,0.6762,9052.0,14911.0,17461.0,20598.0,26965.0,0.7429,31.0,0.8149,1050.0,37500.0,2,2.0,0,0.0,Private School,D3
724,Clarkson University,44.663761,-74.99994699999999,0.0,27.0,1198.0,0.8367,17393.0,21233.0,25409.0,30661.0,34657.0,0.2965,33.0,0.6806,3153.0,64200.0,2,52.0,0,129.0,"Clarkson University is a private school in northern New York, in the village of Potsdam, which is about a 90-minute drive from Ottawa and nearly two hours from Montreal. Undergraduates at Clarkson can choose from more than 50 academic programs, and graduates have many options as well, including those in the schools of business and engineering. Outside the classroom, Clarkson students can explore the more than 60 campus organizations, which include more than 10 fraternities and sororities. At Clarkson, there are also many annual events, such as the Holiday Hoops for Charity basketball games and pep rallies and bonfires on Spirit Day. Off campus, Clarkson students can discover the nearby Adirondack Mountains and Lake Placid, drive an hour to Canada or take a day trip to New York City. Student athletes at Clarkson can check out many intramural teams or play at the varsity level in the NCAA. The nationally recognized Golden Knights men's and women's hockey teams compete in Division I, and about a dozen other varsity teams play in Division III. ",non_ncaa
725,Colgate University,42.8188,-75.535,0.0,32.0,1374.0,0.6687,13472.0,6466.0,14080.0,22993.0,38052.0,0.5543,32.0,0.2736,2834.0,61400.0,2,27.0,12.0,0.0,"Liberal Arts School, Party School, Private School, For Sports Fans",D1
726,Metropolitan College of New York,40.723516,-74.007056,0.0,21.0,955.0,0.0347,19619.0,20841.0,24304.0,27704.0,14566.0,0.742,11.0,0.5285,779.0,41400.0,2,0.0,0,0.0,"Business, Private School",non_ncaa
727,Columbia University in the City of New York,40.808285999999995,-73.961885,0.0,33.0,1473.0,0.3798,7169.0,4702.0,8540.0,16018.0,37520.0,0.4714,11.0,0.0661,8102.0,66000.0,2,30.0,0,0.0,"Ivy League, Private School, Research University, For Sports Fans",non_ncaa
728,Concordia College-New York,40.94253,-73.82212,0.0,22.0,895.0,0.3375,14510.0,16248.0,16998.0,20870.0,22988.0,0.649,21.0,0.7139,886.0,46600.0,2,4.0,0,0.0,"Private School, Religious",non_ncaa
