,name,location.lat,location.lon,minority_serving.historically_black,act_scores.midpoint.cumulative,sat_scores.average.overall,demographics.race_ethnicity.white,net_price_less_30000,net_price_30001_48000,net_price_48001_75000,net_price_75001_110000,net_price_above_110001,demographics.women,locale,admission_rate.overall,size,early_pay,ownership,percent_stem,rank_lac,Rank,Description,division
257,DePaul University,41.923332,-87.654116,0.0,22.0,1314.0,0.5479999999999999,24636.0,24335.0,26591.0,29840.0,34204.0,0.5268,11.0,0.7198,15683.0,51500.0,2,16.0,0,124.0,"DePaul University has five campuses in and around Chicago, and its two main locations, the Loop and Lincoln Park campuses, are located downtown. Individual academic colleges, such as the College of Liberal Arts and Social Sciences and the Driehaus College of Business, are located exclusively on one campus. DePaul is also home to the School for New Learning, which caters to adult students. Universitywide, there are more than 300 student organizations to check out, and students are allowed to form their own clubs, too. More than 5 percent of students join fraternities and sororities. The school's sports teams, the Blue Demons, compete in the NCAA Division I Big East Conference. The university operates on quarters, not semesters, and each year, students gather for events such as FEST, an outdoor concert and festival in the spring, and Homecoming. University housing is offered to all DePaul students. Freshmen and sophomores are permitted to live in residence halls or residence hall apartments. Juniors and seniors have a selection of university-owned lofts, townhouses and apartments. There is also a multi-college community residence hall for students of any age, known as University Center, where students from DePaul University live alongside peers from Roosevelt University, Robert Morris University and Columbia College. Notable alumni of DePaul University include actor John C. Reilly, star of films including ""Walk Hard: The Dewey Cox Story"" and ""Step Brothers,"" and Samuel Magad, former concertmaster of the Chicago Symphony Orchestra. ",D1
258,Eastern Illinois University,39.483017,-88.175505,0.0,22.0,1010.0,0.6804,12721.0,12287.0,15247.0,20753.0,21386.0,0.5931,32.0,0.5021,7063.0,43800.0,1,6.0,0,0.0,"For Sports Fans, State School",D1
259,Elmhurst College,41.899215000000005,-87.946096,0.0,24.0,1090.0,0.6701,16982.0,17915.0,18658.0,21079.0,24355.0,0.597,21.0,0.5478,2752.0,46900.0,2,11.0,0,0.0,"Private School, Religious",D3
260,Eureka College,40.713042,-89.268952,0.0,22.0,1033.0,0.8394,11488.0,14532.0,14933.0,20110.0,15170.0,0.5431,31.0,0.6237,685.0,41600.0,2,11.0,0,0.0,"Private School, Religious",D3
261,Governors State University,41.448603000000006,-87.717012,0.0,19.0,911.0,0.3642,16925.0,17844.0,19555.0,21674.0,22243.0,0.6551,41.0,0.3887,3526.0,43500.0,1,17.0,0,0.0,State School,non_ncaa
262,Greenville College,38.894751,-89.409178,0.0,22.0,1022.0,0.6248,16473.0,15778.0,18791.0,21031.0,24851.0,0.5067,32.0,0.5629,1042.0,41100.0,2,10.0,0,0.0,"Private School, Religious",non_ncaa
263,University of Illinois at Chicago,41.872651,-87.651145,0.0,24.0,1092.0,0.3403,9576.0,10507.0,15049.0,22520.0,23738.0,0.5018,11.0,0.7665,17368.0,52800.0,1,29.0,0,0.0,"Research University, For Sports Fans, State School",D1
264,University of Illinois at Urbana-Champaign,40.108864000000004,-88.23030899999999,0.0,29.0,1305.0,0.4816,6906.0,11154.0,16974.0,23933.0,27207.0,0.4416,13.0,0.6556,32170.0,58600.0,1,37.0,0,0.0,"Party School, Research University, For Sports Fans, State School",non_ncaa
265,Illinois Wesleyan University,40.491521999999996,-88.990622,0.0,28.0,1249.0,0.7132,19107.0,19453.0,24763.0,27171.0,32945.0,0.5583,13.0,0.6191,1834.0,49000.0,2,22.0,71.0,0.0,"Liberal Arts School, Private School",D3
266,Illinois College,39.730827000000005,-90.246256,0.0,22.0,1030.0,0.6879,12703.0,13278.0,16437.0,20182.0,22737.0,0.517,32.0,0.6051,942.0,42800.0,2,33.0,138.0,0.0,"Liberal Arts School, Private School, Religious",D3
267,Illinois Institute of Technology,41.833801,-87.628346,0.0,28.0,1251.0,0.3257,14470.0,14128.0,17094.0,21482.0,26863.0,0.2976,11.0,0.5271,2923.0,60600.0,2,60.0,0,103.0,"The Illinois Institute of Technology, a private university in Chicago, provides a variety of options for students interested in the sciences. IIT offers a wide range of engineering degree programs, including aerospace engineering, biomedical engineering and mechanical engineering, as well as a range of degrees in architecture and the sciences. (For liberal arts-minded students, the school awards degrees for majors including communications, humanities and political science.) The school also runs an Institute of Design; the Chicago-Kent College of Law, which is particularly well known for its trial advocacy program; the Stuart School of Business; and other graduate student programs. For undergrads, there are more than 100 clubs and organizations to join, including TechNews, the student newspaper. Freshmen are required to live on campus, with some exceptions, and both undergraduate and graduate housing is available through the university. Each year, the campus comes together for events including Pumpkin Launch, a day in which students, faculty and alumni showcase homemade launching devices as they try to catapult pumpkins the furthest, and a spring formal in downtown Chicago. Students can also show their school spirit at IIT Scarlet Hawks athletic events, though the school does not have a football team. Notable alumni include Victor Tsao, founder of network hardware firm Linksys, and James Roche, former secretary of the Air Force. ",D3
268,Illinois State University,40.509724,-88.99234,0.0,24.0,1090.0,0.769,12307.0,13641.0,20228.0,24354.0,25414.0,0.5492,22.0,0.8772,18343.0,47900.0,1,9.0,0,152.0,"Illinois State University is located in the town of Normal, about 130 miles southwest of Chicago. Undergraduates at Illinois State can choose from dozens of degrees, and master's students can major in many fields as well, including business, education, and social sciences and humanities. First-year students at ISU can sign up for the Learning in Communities seminar, which allows them to take one of their first colleges courses with a small group of peers and learn about their fellow students and the university. ISU students can also join more than 300 student organizations, write for the Vidette student newspaper or play an intramural sport. More competitive athletes can try out for one of the many Illinois State Redbirds varsity sports teams, which compete in the NCAA Division I Missouri Valley Conference. ISU students can also spend their free time checking out the parks, golf course and museum in Normal, or attending one of ISU's many School of Theatre productions. A few of Illinois State's notable alumni performed in these productions and went on to become famous television actors, including Jane Lynch, who stars in ""Glee,"" and Laurie Metcalf, who appeared in ""Roseanne. ",D1
269,Judson University,42.05896,-88.28970799999999,0.0,24.0,1086.0,0.5818,14418.0,17803.0,16473.0,23920.0,23812.0,0.5901,12.0,0.706,1076.0,41900.0,2,2.0,0,0.0,"Private School, Religious",non_ncaa
270,Kendall College,41.898756,-87.64893599999999,0.0,21.0,990.0,0.4367,26471.0,25071.0,25361.0,31815.0,29956.0,0.7362,11.0,0.7443,1232.0,34700.0,3,0.0,0,0.0,,non_ncaa
271,Knox College,40.941829,-90.370316,0.0,22.0,1050.0,0.5221,15922.0,15918.0,19713.0,26232.0,27927.0,0.5919,32.0,0.638,1377.0,45600.0,2,24.0,71.0,0.0,"Liberal Arts School, Private School",D3
272,Lake Forest College,42.250456,-87.830777,0.0,23.0,961.0,0.5786,15322.0,17328.0,20819.0,24880.0,32093.0,0.5632,21.0,0.55,1559.0,51000.0,2,23.0,0,0.0,"Liberal Arts School, Private School",D3
273,Lewis University,41.605432,-88.079032,0.0,23.0,1051.0,0.639,14797.0,15056.0,17792.0,21928.0,24116.0,0.5672,21.0,0.6184,4529.0,47400.0,2,10.0,0,0.0,"Private School, Religious",D2
274,Lincoln College,40.157140999999996,-89.360552,0.0,17.0,824.0,0.4544,15042.0,15943.0,13816.0,20039.0,20256.0,0.5787,32.0,0.516,1118.0,34700.0,2,0.0,0,0.0,,non_ncaa
275,Loyola University Chicago,41.999161,-87.657399,0.0,27.0,1195.0,0.5814,25794.0,25986.0,29013.0,32590.0,35084.0,0.649,11.0,0.7126,10276.0,49600.0,2,15.0,0,99.0,"Loyola University Chicago, or Loyola Chicago, as it's known for short, is one of the largest Jesuit institutions in the country. The school has two locations in Chicago - Lake Shore and Water Tower - where on-campus living is separated between freshmen, sophomores and all upperclassmen. The university also has an international campus four miles from downtown Rome, where about 400 students study abroad each year. The Loyola Ramblers compete in the NCAA Division I Missouri Valley Conference. For graduate students, Loyola Chicago has a business school, a law school - particularly well known for health care law - and a medical school. There is an accelerated 3-3 year program for Loyola Chicago undergraduates who want to go to law school at Loyola, too. Notable Loyola alumni include Ian Brennan, co-creator of the TV show ""Glee""; Thomas Purcell, co-executive producer of Comedy Central's ""The Colbert Report""; and Michael Quinlan, former CEO of McDonald's Corp. ",D1
276,MacMurray College,39.730226,-90.22175,0.0,20.0,922.0,0.7434,16363.0,15500.0,17872.0,19698.0,23322.0,0.5097,32.0,0.6267,569.0,44200.0,2,8.0,0,0.0,"Private School, Religious",D3
277,McKendree University,38.609431,-89.814486,0.0,22.0,1006.0,0.6793,14123.0,15630.0,17408.0,22033.0,23587.0,0.5441,21.0,0.635,2292.0,44200.0,2,6.0,0,0.0,"Private School, Religious",D2
278,Midstate College,40.691390999999996,-89.592173,0.0,21.0,959.0,0.6925,22031.0,13927.0,15190.0,26561.0,22423.0,0.7544,12.0,1.0,452.0,34700.0,3,0.0,0,0.0,,non_ncaa
279,Millikin University,39.842603999999994,-88.974571,0.0,23.0,1069.0,0.7321,16962.0,17876.0,19709.0,22330.0,25169.0,0.5770000000000001,13.0,0.6,2012.0,44300.0,2,8.0,0,0.0,"Private School, Religious",D3
280,Monmouth College,40.914590000000004,-90.637909,0.0,23.0,1070.0,0.6257,9753.0,11295.0,13250.0,18764.0,22944.0,0.5243,32.0,0.624,1173.0,45600.0,2,18.0,147.0,0.0,"Liberal Arts School, Private School, Religious",D3
281,National Louis University,41.879826,-87.62480500000001,0.0,23.0,952.0,0.2537,12869.0,12293.0,17910.0,14575.0,14566.0,0.7793,11.0,0.8148,1210.0,46100.0,2,0.0,0,0.0,"Private School, Research University",non_ncaa
282,North Central College,41.775304,-88.143649,0.0,25.0,1125.0,0.706,16964.0,16593.0,19610.0,22554.0,27307.0,0.537,12.0,0.5716,2633.0,47200.0,2,8.0,0,0.0,"Private School, Religious",D3
283,North Park University,41.9751,-87.709142,0.0,22.0,1014.0,0.4942,15315.0,16702.0,17380.0,20313.0,24209.0,0.6349,11.0,0.4945,2139.0,44800.0,2,5.0,0,0.0,"Private School, Religious",D3
284,Northern Illinois University,41.933791,-88.766065,0.0,22.0,1029.0,0.5718,17030.0,17215.0,19448.0,21565.0,23792.0,0.4914,23.0,0.5035,14952.0,49400.0,1,19.0,0,214.0,"Northern Illinois University is located about 65 miles west of Chicago in the city of DeKalb. Graduate students can choose from about 80 master's degrees, including those offered by the colleges of business and law and the highly ranked Division of Public Administration. Undergraduates can choose from about 60 academic majors and participate in the Research Rookies program, which gives freshmen and sophomores a chance to conduct research in their field of study under faculty guidance. Many students at Northern Illinois University choose to study abroad, and the school offers programs for academic credit in about 75 countries. On campus, Northern Illinois students can join more than 200 clubs and about 40 Greek-letter organizations. The university is also home to numerous varsity athletic teams, which compete in the NCAA Division I Mid-American Conference. The NIU sports teams are known as the Huskies, but that hasn't always been the case. They were called the Teachers and the Profs in the school's early days as a teachers college, and they have been nicknamed the Cardinals and the Northerners as well. Notable NIU alumni include Dan Castellaneta, who voices Homer Simpson and several other characters on the animated television show ""The Simpsons. ",D1
285,Northwestern University,42.058377,-87.673653,0.0,33.0,1460.0,0.5037,13940.0,11545.0,16275.0,25071.0,42662.0,0.4988,13.0,0.1304,8576.0,59500.0,2,19.0,0,12.0,"What began as farmland and swampland in the 1850s became the Northwestern campus and the city of Evanston, Ill. Northwestern University is a Division I school in the Big Ten athletic conference. Northwestern's women's lacrosse team has won multiple NCAA national championships. The school has hundreds of campus organizations fulfill students' varied interests. Freshmen are guaranteed on-campus housing if requested in their applications. The school's 11 residential colleges offer thematic living quarters for social and academic programming. Northwestern's main campuses are located along Lake Michigan in Evanston and Chicago. In 2008, Northwestern opened a third branch in Doha, Qatar. ",D1
286,Northeastern Illinois University,41.980567,-87.72013000000001,0.0,18.0,870.0,0.3346,14623.0,15505.0,18837.0,22362.0,9042.0,0.5556,11.0,0.6704,7979.0,44100.0,1,15.0,0,0.0,State School,non_ncaa
287,Olivet Nazarene University,41.155489,-87.873654,0.0,24.0,1078.0,0.7934,16936.0,16955.0,17373.0,21028.0,23939.0,0.6076,23.0,0.7658,3389.0,46200.0,2,5.0,0,0.0,"Private School, Religious",non_ncaa
288,Quincy University,39.939235,-91.387928,0.0,22.0,1010.0,0.6986,13124.0,14604.0,18241.0,18716.0,20430.0,0.5379999999999999,33.0,0.6336,1065.0,41000.0,2,13.0,0,0.0,"Private School, Religious",D2
289,Robert Morris University Illinois,41.876278000000006,-87.62706800000001,0.0,32.0,1002.0,0.3633,19777.0,18507.0,19108.0,20516.0,19133.0,0.5032,11.0,0.2447,2681.0,42600.0,2,5.0,0,0.0,"Business, Private School",non_ncaa
290,Rockford University,42.270639,-89.019536,0.0,22.0,1007.0,0.6689,19836.0,18341.0,21462.0,22480.0,25304.0,0.5983,12.0,0.5382,1033.0,44200.0,2,10.0,0,0.0,Private School,D3
291,Roosevelt University,41.876055,-87.62495200000001,0.0,22.0,1038.0,0.4495,19455.0,20587.0,22045.0,23894.0,27732.0,0.639,11.0,0.7228,3197.0,45000.0,2,10.0,0,0.0,Private School,non_ncaa
292,Dominican University,41.902834000000006,-87.821872,0.0,22.0,1010.0,0.3784,15558.0,16743.0,19091.0,21519.0,22341.0,0.6613,21.0,0.6277,2241.0,46600.0,2,6.0,0,0.0,"Private School, Religious",D3
293,University of St Francis,41.533341,-88.096368,0.0,23.0,1069.0,0.6742,13365.0,15154.0,17679.0,20296.0,20617.0,0.6754,21.0,0.5053,1642.0,48000.0,2,4.0,0,0.0,"Private School, Religious",non_ncaa
294,Saint Xavier University,41.707763,-87.71350699999999,0.0,21.0,990.0,0.4488,13756.0,14989.0,16886.0,20116.0,21001.0,0.6679,11.0,0.7467,2966.0,46500.0,2,9.0,0,0.0,"Private School, Religious",non_ncaa
295,University of Illinois at Springfield,39.729862,-89.614917,0.0,23.0,1068.0,0.6255,10879.0,11869.0,11802.0,13707.0,17645.0,0.5051,12.0,0.6312,2857.0,43200.0,1,47.0,0,0.0,State School,D2
296,Southern Illinois University-Carbondale,37.713239,-89.218724,0.0,22.0,1032.0,0.6371,13354.0,13788.0,16286.0,19517.0,21864.0,0.4558,13.0,0.8064,12858.0,47300.0,1,16.0,0,0.0,"Research University, For Sports Fans, State School",non_ncaa
297,Southern Illinois University-Edwardsville,38.793949,-89.99777900000001,0.0,23.0,1070.0,0.7315,12214.0,13603.0,17957.0,19885.0,20039.0,0.5342,21.0,0.8822,11717.0,48100.0,1,22.0,0,0.0,"For Sports Fans, State School",non_ncaa
298,Trinity Christian College,41.669189,-87.784157,0.0,24.0,1097.0,0.6502,18965.0,18283.0,18066.0,23623.0,23051.0,0.6797,21.0,0.8769,1152.0,44400.0,2,5.0,0,0.0,"Private School, Religious",non_ncaa
299,Trinity International University-Illinois,42.197909,-87.882722,0.0,23.0,1042.0,0.6313,20541.0,15561.0,19444.0,21558.0,23242.0,0.4869,21.0,0.6631,838.0,42800.0,2,1.0,0,0.0,"Private School, Religious, Research University",non_ncaa
300,Western Illinois University,40.465621,-90.68523499999999,0.0,21.0,970.0,0.6214,13864.0,15159.0,18834.0,21779.0,22557.0,0.5031,33.0,0.6007,9141.0,44100.0,1,11.0,0,0.0,"For Sports Fans, State School",D1
301,Wheaton College,41.870943,-88.09680999999999,0.0,30.0,1314.0,0.7559999999999999,17752.0,14939.0,18489.0,22699.0,33903.0,0.5329,21.0,0.7052,2447.0,34700.0,2,0.0,76.0,0.0,,D3
305,Anderson University,40.112167,-85.66229200000001,0.0,23.0,1050.0,0.804,21315.0,21766.0,22011.0,23949.0,26758.0,0.6091,13.0,0.5962,1760.0,34700.0,2,0.0,0,0.0,,D2
307,Ball State University,40.198941999999995,-85.408863,0.0,22.0,1070.0,0.8109999999999999,8671.0,11083.0,15525.0,19406.0,20602.0,0.5905,13.0,0.605,15689.0,43100.0,1,7.0,0,176.0,"Ball State University is located in Muncie, Indiana, about an hour northeast of Indianapolis. Students at Ball State can choose from about 180 undergraduate majors, including an entrepreneurship program. In their senior year, entrepreneurship students must pass the New Venture Creation course, for which they develop a business plan that is presented to a panel of business professionals before graduation. Master's students at Ball State University can earn degrees in more than 100 fields, including those in the Miller College of Business and the Teachers College. Outside the classroom, Ball State students can get involved in more than 350 campus organizations and play club and recreational sports. More serious athletes can try out for the Ball State Cardinals varsity teams, which compete in the NCAA Division I Mid-American Conference. Notable alumni include late-night talk show host David Letterman, who developed a scholarship for creative Ball State media students with average grades. ",D1
308,Bethel College-Indiana,41.677671000000004,-86.191642,0.0,23.0,1026.0,0.7611,13175.0,13248.0,16719.0,21007.0,22422.0,0.649,13.0,0.6646,1436.0,39800.0,2,4.0,0,0.0,"Private School, Religious",non_ncaa
